"Player","Tm","Pos",".5 PPR Pts","Pa Com","Pa Att","Pa Yds","Pa TDs","INT","Sk","PaFD","Pa300","Pa40 TD","Ru Att","Ru Yds","Ru TDs","RuFD","Ru100","Ru40 TD","Tar","Rec","Re Yds","Re TDs","ReFD","Re100","Re40 TD","Fum","Auct $"
"Lucas Krull","DEN","TE","11.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.9","5.7","59.2","0.4","2.7","0.0","0.1","0.1","0"
"Tylan Wallace","BAL","WR","11.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","3.6","0.1","0.4","0.0","0.0","6.8","4.3","55.4","0.4","2.6","0.0","0.0","0.1","0"
"Jason Brownlee","NYJ","WR","9.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","2.0","0.0","0.3","0.0","0.0","6.5","4.2","49.7","0.4","2.3","0.0","0.1","0.0","0"
"Lawrence Cager","NYG","TE","10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.1","7.4","70.3","0.0","3.7","0.0","0.0","0.1","0"
"James Mitchell","DET","TE","9.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1","4.9","50.2","0.2","2.4","0.0","0.0","0.1","0"
"Ihmir Smith-Marsette","CAR","WR","9.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","19.2","0.0","1.1","0.0","0.0","6.3","3.8","38.8","0.1","1.8","0.0","0.0","0.1","0"
"Ross Dwelley","ATL","TE","8.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.7","5.6","59.0","0.0","2.7","0.0","0.0","0.1","0"
"Danny Gray","SF","WR","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.2","0.0","0.1","0.0","0.0","3.4","3.4","38.5","0.4","1.7","0.0","0.1","0.0","0"
"Tyler Johnson","LA","WR","7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","4.4","50.5","0.0","2.3","0.0","0.0","0.0","0"
"Marcedes Lewis","CHI","TE","7.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","5.5","48.1","0.0","2.3","0.0","0.0","0.1","0"
"Tanner McLachlan","CIN","TE","4.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.3","23.2","0.2","1.0","0.0","0.0","0.0","0"
"Logan Thomas","SF","TE","21.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.8","9.8","110.2","0.9","5.0","0.0","0.2","0.1","0"
"Emani Bailey","KC","RB","29.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.3","137.4","0.9","6.4","0.1","0.1","8.8","6.6","49.8","0.3","2.3","0.0","0.0","0.3","0"
"Jody Fortson","MIA","TE","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Hunter Long","LA","TE","7.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.4","39.2","0.2","1.8","0.0","0.1","0.0","0"
"Andrew Ogletree","IND","TE","6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","1.6","23.9","0.4","1.1","0.0","0.1","0.0","0"
"Quintin Morris","BUF","TE","6.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","1.7","17.8","0.5","0.8","0.0","0.1","0.0","0"
"Ian Thomas","CAR","TE","6.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.1","33.4","0.2","1.5","0.0","0.1","0.0","0"
"Stone Smartt","LAC","TE","6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.5","2.4","25.3","0.3","1.2","0.0","0.1","0.0","0"
"Kyle Juszczyk","SF","RB","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","16.8","0.0","1.0","0.0","0.0","14.6","11.1","93.0","0.8","4.2","0.0","0.2","0.1","0"
"Jack Stoll","NYG","TE","3.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.2","13.1","0.1","0.6","0.0","0.0","0.0","0"
"Kenny Yeboah","NYJ","TE","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.5","15.0","0.1","0.7","0.0","0.0","0.0","0"
"Giovanni Ricci","CLE","TE","11.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","7.0","72.2","0.0","3.3","0.0","0.0","0.1","0"
"Grant Calcaterra","PHI","TE","6.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.3","26.3","0.5","1.3","0.0","0.1","0.0","0"
"JuJu Smith-Schuster","NE","WR","30.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.9","0.0","0.4","0.0","0.0","23.8","16.2","156.6","1.1","7.0","0.0","0.2","0.2","0"
"John Stephens","DAL","TE","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","3.8","38.6","0.0","1.8","0.0","0.0","0.0","0"
"Nick Vannett","TEN","TE","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","3.8","35.8","0.0","1.7","0.0","0.0","0.0","0"
"Blake Whiteheart","ARI","TE","5.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","3.8","34.3","0.0","1.7","0.0","0.0","0.0","0"
"Nate Adkins","DEN","TE","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","2.0","17.8","0.0","0.9","0.0","0.0","0.0","0"
"Rashaad Penny","CAR","RB","14.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.1","64.5","0.8","3.1","0.0","0.1","3.0","2.0","14.7","0.0","0.8","0.0","0.0","0.1","0"
"MyCole Pruitt","PIT","TE","5.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","3.0","31.6","0.0","1.5","0.0","0.0","0.0","0"
"Michael Burton","DEN","RB","13.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.7","62.6","0.0","3.1","0.0","0.0","8.0","5.4","38.9","0.0","1.9","0.0","0.0","0.2","0"
"Devin Culp","TB","TE","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","2.6","26.3","0.2","1.4","0.0","0.0","0.0","0"
"Brady Russell","SEA","TE","3.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","2.0","19.3","0.0","1.0","0.0","0.0","0.0","0"
"Tyler Davis","GB","TE","3.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.1","19.0","0.0","1.0","0.0","0.0","0.0","0"
"Ben Sims","GB","TE","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","3.8","34.5","0.0","1.8","0.0","0.0","0.0","0"
"Aaron Shampklin","PIT","RB","10.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.5","53.8","0.0","2.7","0.0","0.0","4.9","3.9","25.7","0.0","1.3","0.0","0.0","0.1","0"
"D.J. Montgomery","IND","WR","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Michael Woods II","CLE","WR","22.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.9","0.1","0.4","0.0","0.0","13.8","8.8","115.9","1.0","5.2","0.0","0.2","0.1","0"
"Dante Miller","NYG","RB","8.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","29.1","0.0","1.6","0.0","0.0","4.8","3.8","26.7","0.0","1.3","0.0","0.0","0.1","0"
"David Moore","CAR","WR","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","0.1","0.0","0.0","1.8","1.1","15.6","0.1","0.7","0.0","0.0","0.0","0"
"KJ Hamler","BUF","WR","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Devaughn Vele","DEN","WR","3.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","1.2","15.1","0.1","0.7","0.0","0.0","0.0","0"
"Sione Vaki","DET","RB","6.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.2","41.4","0.0","2.1","0.0","0.0","3.0","2.0","14.9","0.0","0.8","0.0","0.0","0.1","0"
"Nick Bawden","NYJ","RB","4.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.9","3.3","25.6","0.0","1.3","0.0","0.0","0.0","0"
"Ashton Dulin","IND","WR","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Ben Skowronek","HOU","WR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Tim Jones","JAC","WR","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Andrew Beck","HOU","RB","2.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","2.2","16.3","0.0","0.9","0.0","0.0","0.0","0"
"Khari Blasingame","CHI","RB","2.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","2.0","13.7","0.0","0.8","0.0","0.0","0.0","0"
"Patrick Taylor","SF","RB","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Cedrick Wilson","NO","WR","17.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.6","7.7","92.2","0.6","4.2","0.0","0.2","0.1","0"
"Jordan Mims","NO","RB","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Tejhaun Palmer","ARI","WR","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Sterling Shepard","TB","WR","15.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.2","7.0","81.5","0.6","3.7","0.0","0.1","0.1","0"
"Allen Robinson","NYG","WR","14.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","3.8","0.0","0.4","0.0","0.0","10.8","7.1","65.4","0.6","3.0","0.0","0.1","0.1","0"
"Deonte Harty","BAL","WR","11.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","10.8","0.0","0.7","0.0","0.0","7.2","4.3","51.5","0.5","2.4","0.0","0.0","0.1","0"
"Dee Eskridge","SEA","WR","11.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.1","0.1","0.5","0.0","0.0","6.1","3.9","54.1","0.3","2.5","0.0","0.0","0.0","0"
"Ronnie Bell","SF","WR","6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.8","0.0","0.2","0.0","0.0","3.6","2.2","26.7","0.2","1.2","0.0","0.0","0.0","0"
"Scotty Miller","PIT","WR","10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","3.7","0.0","0.4","0.0","0.0","5.2","3.1","61.0","0.4","2.8","0.0","0.0","0.0","0"
"Chris Conley","SF","WR","8.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","3.7","0.1","0.4","0.0","0.0","5.1","3.2","40.0","0.4","1.9","0.0","0.0","0.0","0"
"Britain Covey","PHI","WR","6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","3.3","40.6","0.0","2.0","0.0","0.0","0.0","0"
"Maurice Alexander","DET","WR","3.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","18.9","0.0","1.0","0.0","0.0","0.0","0"
"Jordan Travis","NYJ","QB","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Stetson Bennett","LA","QB","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Nathan Peterman","NO","QB","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Sam Ehlinger","IND","QB","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"Jaren Hall","MIN","QB","4.9","0.0","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.0","4.6","24.0","0.4","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
